financial_type,symbol,security_name,sedol,price,quantity,realised_pl,market_value,fund_name,date,hash_uid,isin
Equities,TJX,TJX Companies,,75.98,37468.4207623162,14761.023496753583,2846850.609520785,Applebead,2023-02-28,11419240054371783369,
Equities,SYY,Sysco,,73.6,174928.1628875706,82343.05125738333,12874712.788525194,Applebead,2023-02-28,11419240054371783369,
Equities,PNR,Pentair,,55.52,312047.6915497574,16741.0605771791,17324887.83484253,Applebead,2023-02-28,11419240054371783369,
Equities,AXP,American Express,,172.76,315389.589936274,51486.13322585466,54486705.55739069,Applebead,2023-02-28,11419240054371783369,
Equities,COP,ConocoPhillips,,101.14,270790.0840029692,171207.82053906648,27387709.096060306,Applebead,2023-02-28,11419240054371783369,
Equities,DGX,Quest Diagnostics,,136.97,203364.62828013423,66624.93608155145,27854853.135529984,Applebead,2023-02-28,11419240054371783369,
Equities,WYNN,Wynn Resorts,,107.84,75912.43659639935,-28694.236430394616,8186397.162555706,Applebead,2023-02-28,11419240054371783369,
Equities,STT,State Street Corporation,,87.18,104194.9883633458,-55953.24676310465,9083719.085516486,Applebead,2023-02-28,11419240054371783369,
Equities,META,Meta Platforms,,174.94,297310.488270046,-224047.87675687787,52011496.81796184,Applebead,2023-02-28,11419240054371783369,
Equities,ANSS,Ansys,,303.61,270183.92382970225,-187559.68218913025,82030541.1139359,Applebead,2023-02-28,11419240054371783369,
Equities,MHK,Mohawk Industries,,102.85,200805.0626198529,380570.7128268393,20652800.690451868,Applebead,2023-02-28,11419240054371783369,
Equities,GOOG,Alphabet Inc. (Class C),,90.3,85955.32704105918,71073.28249474597,7761766.031807643,Applebead,2023-02-28,11419240054371783369,
Equities,TEL,TE Connectivity,,126.13,10838.304246684364,-2060.269436808863,1367035.314634299,Applebead,2023-02-28,11419240054371783369,
Equities,NWL,Newell Brands,,14.57,97783.78433095338,22300.385921932448,1424709.7377019906,Applebead,2023-02-28,11419240054371783369,
Equities,MMC,Marsh McLennan,,160.98,122537.61041119952,111118.21102034178,19726104.523994897,Applebead,2023-02-28,11419240054371783369,
Equities,SO,Southern Company,,61.83,259779.4049349973,77125.34770119496,16062160.607130883,Applebead,2023-02-28,11419240054371783369,
Equities,CRL,Charles River Laboratories,,219.34,268169.8601283425,-429501.8060226716,58820377.12055065,Applebead,2023-02-28,11419240054371783369,
Equities,GWW,W. W. Grainger,,664.83,30385.651177710508,-563935.6210372414,20201292.47247728,Applebead,2023-02-28,11419240054371783369,
Equities,QRVO,Qorvo,,100.89,277167.9523906083,-10778.753704080362,27963474.716688477,Applebead,2023-02-28,11419240054371783369,
Equities,MCO,Moody's Corporation,,288.76,167958.48131301402,-318622.09255187213,48499691.06394593,Applebead,2023-02-28,11419240054371783369,
Equities,EBAY,eBay,,45.38,166378.20296363367,48953.39432019532,7550242.850489696,Applebead,2023-02-28,11419240054371783369,
Equities,REGN,Regeneron,,760.42,170529.2291832442,80443.07774526694,129673836.45552257,Applebead,2023-02-28,11419240054371783369,
Equities,AVY,Avery Dennison,,181.3,148512.9346895414,-200465.69309715895,26925395.059213854,Applebead,2023-02-28,11419240054371783369,
Equities,BK,BNY Mellon,,49.97,195470.09354876744,184.4431686286086,9767640.574631909,Applebead,2023-02-28,11419240054371783369,
Equities,IFF,International Flavors & Fragrances,,91.33,222363.51946093157,-824314.5401150612,20308460.23236688,Applebead,2023-02-28,11419240054371783369,
Equities,CPRT,Copart,,35.23,122665.04540759813,-19838.84393603313,4321489.549709681,Applebead,2023-02-28,11419240054371783369,
Equities,LEN,Lennar,,96.13,296483.0047338284,-200365.70726140903,28500911.24506292,Applebead,2023-02-28,11419240054371783369,
Equities,TPR,"Tapestry, Inc.",,42.91,231763.0108633437,-78326.38561986094,9944950.796146076,Applebead,2023-02-28,11419240054371783369,
Equities,ACGL,Arch Capital Group,,70.0,188987.2600771741,-190358.00385569656,13229108.20540219,Applebead,2023-02-28,11419240054371783369,
Equities,HAL,Halliburton,,36.04,49874.02777513828,-22680.807869169992,1797459.9610159835,Applebead,2023-02-28,11419240054371783369,
Equities,PTC,PTC,,125.33,25571.39331707505,38807.12117978193,3204862.7244290155,Applebead,2023-02-28,11419240054371783369,
Equities,ROK,Rockwell Automation,,292.49,250550.60047312573,-136152.8318867356,73283545.13238455,Applebead,2023-02-28,11419240054371783369,
Equities,LLY,Eli Lilly and Company,,309.75,57905.913802292336,52319.2606133199,17936356.800260052,Applebead,2023-02-28,11419240054371783369,
Equities,LYV,Live Nation Entertainment,,72.06,25396.69765976037,-24758.17237316958,1830086.0333623327,Applebead,2023-02-28,11419240054371783369,
Equities,AZO,AutoZone,,2486.54,266827.045501556,2270714.566583917,663476121.7214391,Applebead,2023-02-28,11419240054371783369,
Equities,EW,Edwards Lifesciences,,80.44,222924.0013614828,15546.93242032138,17932006.669517674,Applebead,2023-02-28,11419240054371783369,
Equities,CAG,Conagra Brands,,35.71,134611.86533487582,8733.770137285257,4806989.711108415,Applebead,2023-02-28,11419240054371783369,
Equities,CPB,Campbell Soup Company,,51.75,146537.58675281602,15761.430415501383,7583320.114458228,Applebead,2023-02-28,11419240054371783369,
Equities,ENPH,Enphase,,210.53,92586.16655565516,184222.42547466076,19492165.64496208,Applebead,2023-02-28,11419240054371783369,
Equities,DRI,Darden Restaurants,,140.73,171772.88081614434,-190063.9170086684,24173597.51725599,Applebead,2023-02-28,11419240054371783369,
Equities,IEX,IDEX Corporation,,223.62,296133.0859564656,-75197.3975656953,66221280.68158484,Applebead,2023-02-28,11419240054371783369,
Equities,ARE,Alexandria Real Estate Equities,,146.67,196590.8463647765,197004.29275375383,28833979.43632177,Applebead,2023-02-28,11419240054371783369,
Equities,WAT,Waters Corporation,,310.89,135837.47774229242,118874.59271256533,42230513.45530129,Applebead,2023-02-28,11419240054371783369,
Equities,LYB,LyondellBasell,,92.28,55459.54164460681,3114.730736479528,5117806.502964317,Applebead,2023-02-28,11419240054371783369,
Equities,TFC,Truist,,45.31,146483.57456891198,-52012.97355326668,6637170.763717402,Applebead,2023-02-28,11419240054371783369,
Equities,SLB,Schlumberger,,52.92,177364.61874586748,-92677.94507127252,9386135.624031307,Applebead,2023-02-28,11419240054371783369,
Equities,DAL,Delta Air Lines,,38.26,32493.392260528824,1888.9073439695628,1243197.1878878328,Applebead,2023-02-28,11419240054371783369,
Equities,HOLX,Hologic,,79.64,279881.2206914135,-9891.614132709952,22289740.415864173,Applebead,2023-02-28,11419240054371783369,
Equities,SEDG,SolarEdge,,317.92,166911.5732796862,7260.50342726453,53064527.37707784,Applebead,2023-02-28,11419240054371783369,
Equities,EXR,Extra Space Storage,,160.08,180384.3428948001,127293.63638606468,28875925.6105996,Applebead,2023-02-28,11419240054371783369,
Equities,BR,Broadridge Financial Solutions,,139.39,105222.9077382698,53470.047157371344,14667021.109637426,Applebead,2023-02-28,11419240054371783369,
Equities,ODFL,Old Dominion,,338.83,107591.84836668662,32069.734193031563,36455345.98208442,Applebead,2023-02-28,11419240054371783369,
Equities,XYL,Xylem Inc.,,102.31,57687.544230649,-6358.626547123276,5902012.650237699,Applebead,2023-02-28,11419240054371783369,
Equities,PEP,PepsiCo,,171.17,29995.750725153128,4505.122501822042,5134372.651624461,Applebead,2023-02-28,11419240054371783369,
Equities,CSCO,Cisco,,47.7,133493.22236980047,-1479.089898597534,6367626.707039483,Applebead,2023-02-28,11419240054371783369,
Equities,FOXA,Fox Corporation (Class A),,35.02,170766.37642819792,12597.265871644266,5980238.502515492,Applebead,2023-02-28,11419240054371783369,
Equities,BBY,Best Buy,,81.15,130211.56022744252,118279.0872865139,10566668.11245696,Applebead,2023-02-28,11419240054371783369,
Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,BZ571P2,104.36,28028.92000503345,12.57403449533583,2925098.0917252908,Applebead,2023-02-28,11419240054371783369,
Government Bond,SE0008014062,SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,122.57,7357.44740206852,-28.826647446319512,901802.3280715384,Applebead,2023-02-28,11419240054371783369,
Government Bond,ES0000012852,SPAIN I/L BOND 0.65 % 11/30/2027 144A ,BF0YM66,124.44,3521.145109714106,-1.5890295879720826,438171.2974528234,Applebead,2023-02-28,11419240054371783369,
Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,2805872,231.93,1806.1174373402175,-15.223592121295454,418892.8172423167,Applebead,2023-02-28,11419240054371783369,
Government Bond,GB00B421JZ66,UNITED KINGDOM I/L GILT 0.5% 03/22/2050 REGS,B421JZ6,311.7,3752.311353746141,-121.81587143307254,1169595.448962672,Applebead,2023-02-28,11419240054371783369,
Government Bond,AU0000XCLWV6,AUSTRALIAN GOVERNMENT 2.5% 09/20/2030 REGS,B3SSHY9,161.06,2383.918726665261,16.559991154730724,383953.95011670695,Applebead,2023-02-28,11419240054371783369,
Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,BNNGP88,213.06,1479.8753275403546,-2.417603148932059,315302.23728574795,Applebead,2023-02-28,11419240054371783369,
Government Bond,GB00BYMWG366,UNITED KINGDOM I/L GILT 0.125% 03/22/2046 REGS,BYMWG36,219.99,4531.22950129081,-30.497383280152945,996825.1779889652,Applebead,2023-02-28,11419240054371783369,
Government Bond,US912810FH69,TSY INFL IX N/B 3.875% 04/15/2029,2407096,234.48,7566.856837942717,-46.10468656945828,1774276.591360808,Applebead,2023-02-28,11419240054371783369,
Government Bond,BE0000331406,BELGIUM KINGDOM 3.75% 6/22/2045 REGS,BDT2DG4,163.72,10995.657792526075,-30.015751258637756,1800209.0937923691,Applebead,2023-02-28,11419240054371783369,
Government Bond,US912828ZZ63,TSY INFL IX N/B 0.125% 07/15/2030 ,BLCGQJ3,120.69,20836.3641799266,5.086175145628374,2514740.7928753416,Applebead,2023-02-28,11419240054371783369,
Government Bond,FR0014001N38,FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,BN4Q1D4,122.57,2508.904490850832,79.26930572759503,307516.42344358645,Applebead,2023-02-28,11419240054371783369,
Government Bond,US912810RW09,TSY INFL IX N/B 0.875% 02/15/2047,BF0SHC9,154.81,6647.0631043153935,-59.07853809878575,1029031.839179066,Applebead,2023-02-28,11419240054371783369,
Government Bond,US91282CDC29,TSY INFL IX N/B 0.125% 10/15/2026 ,BMHXXY0,110.2,12624.36663563761,-10.189905561488722,1391205.2032472647,Applebead,2023-02-28,11419240054371783369,
Government Bond,JP1300521G93,JAPAN (30 YEAR ISSUE) 0.5 % 09/20/2046 ,BD8CPW5,98.12,6083785.612859164,-19343.93070232945,596941044.3337412,Applebead,2023-02-28,11419240054371783369,
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,B03KSM4,179.25,3857.1406670492415,98.80946770527756,691392.4645685767,Applebead,2023-02-28,11419240054371783369,
Government Bond,AU3TB0000135,AUSTRALIAN GOVERNMENT 4.8% 04/21/2027 REGS,B75M0X2,117.12,33604.47163776932,0.3418910533904566,3935755.718215543,Applebead,2023-02-28,11419240054371783369,
Government Bond,ES00000127C8,SPAIN I/L BOND 1 % 11/30/2030 144A ,BWH62M0,132.27,4616.259476403669,11.127217059347563,610592.6409439134,Applebead,2023-02-28,11419240054371783369,
Government Bond,AU0000XCLWP8,AUSTRALIAN GOVERNMENT 3% 09/20/2025 REGS,B4RNSX8,149.2,4902.419202399281,1.0228594461031908,731440.9449979727,Applebead,2023-02-28,11419240054371783369,
Government Bond,ES00000127G9,BONOS Y OBLIG DEL ESTADO 2.2% 10/31/2025 144A,BYYTKZ5,109.23,28001.55372963621,-30.8871356851398,3058609.713888163,Applebead,2023-02-28,11419240054371783369,
Government Bond,JP1103451GC0,JAPAN (10 YEAR ISSUE) 0.1 % 12/20/2026 ,BYYNK79,100.85,5236681.464162043,-8411.49517383557,528119325.6607421,Applebead,2023-02-28,11419240054371783369,
CASH,USDCURR,CASH,,,,,198971692.2443514,Applebead,2023-02-28,11419240054371783369,
Equities,TJX,TJX Companies,,78.19,38444.4378042699,-2899.947911423424,3005970.591915864,Applebead,2023-04-30,3011223028007827377,
Equities,SYY,Sysco,,76.22,176519.8344319931,337.36516430664943,13454341.780406516,Applebead,2023-04-30,3011223028007827377,
Equities,PNR,Pentair,,57.89,317662.2158695651,-123767.14186672638,18389465.67668912,Applebead,2023-04-30,3011223028007827377,
Equities,AXP,American Express,,160.79,313683.77545633545,26429.26925599298,50437214.255624175,Applebead,2023-04-30,3011223028007827377,
Equities,COP,ConocoPhillips,,101.31,266037.0118194125,91407.51943002472,26952209.667424683,Applebead,2023-04-30,3011223028007827377,
Equities,DGX,Quest Diagnostics,,138.1,198669.89347489583,-20338.477735654786,27436312.288883112,Applebead,2023-04-30,3011223028007827377,
Equities,WYNN,Wynn Resorts,,113.72,73645.40176808275,-9236.50541777976,8374955.08906637,Applebead,2023-04-30,3011223028007827377,
Equities,STT,State Street Corporation,,71.64,107992.72004409952,17216.38361941703,7736598.46395929,Applebead,2023-04-30,3011223028007827377,
Equities,META,Meta Platforms,,240.32,294603.33853694866,-751403.6196540401,70799074.3171995,Applebead,2023-04-30,3011223028007827377,
Equities,ANSS,Ansys,,313.92,273286.67061287805,-549828.503640387,85790151.63879468,Applebead,2023-04-30,3011223028007827377,
Equities,MHK,Mohawk Industries,,105.9,194339.6354184631,179675.41188255063,20580567.390815243,Applebead,2023-04-30,3011223028007827377,
Equities,GOOG,Alphabet Inc. (Class C),,108.22,83583.85459152186,26354.56998368393,9045444.743894495,Applebead,2023-04-30,3011223028007827377,
Equities,TEL,TE Connectivity,,121.22,10637.868407977918,2202.684374837125,1289522.408415083,Applebead,2023-04-30,3011223028007827377,
Equities,NWL,Newell Brands,,12.05,96574.20679063332,4162.002719093349,1163719.1918271317,Applebead,2023-04-30,3011223028007827377,
Equities,MMC,Marsh McLennan,,179.53,122340.12836380032,283329.9619292166,21963723.245153077,Applebead,2023-04-30,3011223028007827377,
Equities,SO,Southern Company,,72.11,261584.48790136888,-211642.164251506,18862857.42256771,Applebead,2023-04-30,3011223028007827377,
Equities,CRL,Charles River Laboratories,,190.12,276852.1077058257,363021.3736315712,52635122.71703158,Applebead,2023-04-30,3011223028007827377,
Equities,GWW,W. W. Grainger,,691.82,30385.651177710508,-42577.12941926623,21021401.197763685,Applebead,2023-04-30,3011223028007827377,
Equities,QRVO,Qorvo,,92.08,285602.29248337564,422589.5704144075,26298259.091869228,Applebead,2023-04-30,3011223028007827377,
Equities,MCO,Moody's Corporation,,311.62,167873.03235019706,251315.65352021088,52312594.34096841,Applebead,2023-04-30,3011223028007827377,
Equities,EBAY,eBay,,46.16,162727.94986314923,79395.50510889295,7511522.165682968,Applebead,2023-04-30,3011223028007827377,
Equities,REGN,Regeneron,,801.79,169206.35264778166,-944680.0589899712,135667961.48946485,Applebead,2023-04-30,3011223028007827377,
Equities,AVY,Avery Dennison,,173.63,155992.88371242592,53532.878518178295,27085044.39898851,Applebead,2023-04-30,3011223028007827377,
Equities,BK,BNY Mellon,,42.2,199059.79392745323,55674.07128755057,8400323.303738527,Applebead,2023-04-30,3011223028007827377,
Equities,IFF,International Flavors & Fragrances,,95.96,226219.27204236345,92061.76310607143,21708001.34518519,Applebead,2023-04-30,3011223028007827377,
Equities,CPRT,Copart,,39.52,122824.12816800304,-35477.90299737722,4854009.545199481,Applebead,2023-04-30,3011223028007827377,
Equities,LEN,Lennar,,112.47,303733.296482574,139535.16029176678,34160883.85539509,Applebead,2023-04-30,3011223028007827377,
Equities,TPR,"Tapestry, Inc.",,40.53,233208.4697380572,-73886.26235068022,9451939.278483458,Applebead,2023-04-30,3011223028007827377,
Equities,ACGL,Arch Capital Group,,75.07,188987.2600771741,-195393.2949747787,14187273.613993462,Applebead,2023-04-30,3011223028007827377,
Equities,HAL,Halliburton,,32.58,49685.61808675422,-5781.202543573977,1618757.4372664525,Applebead,2023-04-30,3011223028007827377,
Equities,PTC,PTC,,125.79,25108.07005202309,-5312.773439262313,3158344.1318439846,Applebead,2023-04-30,3011223028007827377,
Equities,ROK,Rockwell Automation,,281.06,255355.68048219933,160794.75674807752,71770267.55632694,Applebead,2023-04-30,3011223028007827377,
Equities,LLY,Eli Lilly and Company,,393.99,56692.53853029152,508392.2761135476,22336293.25554956,Applebead,2023-04-30,3011223028007827377,
Equities,LYV,Live Nation Entertainment,,67.78,25713.175299823182,-843.0964331272835,1742839.0218220155,Applebead,2023-04-30,3011223028007827377,
Equities,AZO,AutoZone,,2663.31,260935.8142317868,8775093.888658894,694952963.4016601,Applebead,2023-04-30,3011223028007827377,
Equities,EW,Edwards Lifesciences,,87.98,223395.8695228164,-55444.50895670336,19654368.60061739,Applebead,2023-04-30,3011223028007827377,
Equities,CAG,Conagra Brands,,37.56,135178.9932658684,-6270.814551260557,5077322.987066017,Applebead,2023-04-30,3011223028007827377,
Equities,CPB,Campbell Soup Company,,53.87,146877.27275315012,4921.754765710202,7912278.683212196,Applebead,2023-04-30,3011223028007827377,
Equities,ENPH,Enphase,,164.2,92375.07596973328,581508.6749570081,15167987.474230202,Applebead,2023-04-30,3011223028007827377,
Equities,DRI,Darden Restaurants,,150.72,174960.02163667022,-40741.11603820477,26369974.46107893,Applebead,2023-04-30,3011223028007827377,
Equities,IEX,IDEX Corporation,,205.08,294316.50430250505,-1955634.924299032,60358428.70235774,Applebead,2023-04-30,3011223028007827377,
Equities,ARE,Alexandria Real Estate Equities,,122.81,188671.3098998448,-28261.875227795223,23170723.56879994,Applebead,2023-04-30,3011223028007827377,
Equities,WAT,Waters Corporation,,300.36,133039.8154041372,-21611.941562249816,39959838.95478665,Applebead,2023-04-30,3011223028007827377,
Equities,LYB,LyondellBasell,,92.08,53846.771590846736,5260.702318217516,4958210.728085168,Applebead,2023-04-30,3011223028007827377,
Equities,TFC,Truist,,31.44,149428.71548733648,31158.252216513756,4698038.814921859,Applebead,2023-04-30,3011223028007827377,
Equities,SLB,Schlumberger,,49.08,174405.5528112802,5918.13186917454,8559824.531977633,Applebead,2023-04-30,3011223028007827377,
Equities,DAL,Delta Air Lines,,34.24,32359.31123368888,-2064.6842998877623,1107982.8166415074,Applebead,2023-04-30,3011223028007827377,
Equities,HOLX,Hologic,,86.01,277737.084679988,422776.4504608652,23888166.653325766,Applebead,2023-04-30,3011223028007827377,
Equities,SEDG,SolarEdge,,285.63,166728.22723354315,-74811.85395531959,47622583.54471693,Applebead,2023-04-30,3011223028007827377,
Equities,EXR,Extra Space Storage,,149.35,180993.56235192105,-80001.59143737738,27031388.537259404,Applebead,2023-04-30,3011223028007827377,
Equities,BR,Broadridge Financial Solutions,,144.74,106463.50008731602,1319.1631978190346,15409527.002638122,Applebead,2023-04-30,3011223028007827377,
Equities,ODFL,Old Dominion,,319.98,103456.54053653256,-389015.8975534069,33104023.840879694,Applebead,2023-04-30,3011223028007827377,
Equities,XYL,Xylem Inc.,,103.49,59713.84506742448,8890.911834831026,6179785.826027758,Applebead,2023-04-30,3011223028007827377,
Equities,PEP,PepsiCo,,189.57,29602.89648128849,-28723.25742998834,5611821.085957859,Applebead,2023-04-30,3011223028007827377,
Equities,CSCO,Cisco,,46.89,137847.4272343313,170403.482067592,6463665.863017795,Applebead,2023-04-30,3011223028007827377,
Equities,FOXA,Fox Corporation (Class A),,33.26,167120.9759848611,-27032.70772155596,5558443.66125648,Applebead,2023-04-30,3011223028007827377,
Equities,BBY,Best Buy,,73.63,125578.32757692298,13854.758126669543,9246332.259488838,Applebead,2023-04-30,3011223028007827377,
Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,BZ571P2,104.47,27310.802923855743,671.4534420506203,2853159.5814552093,Applebead,2023-04-30,3011223028007827377,
Government Bond,SE0008014062,SWEDEN I/L BOND 0.125 % 06/01/2026,BDCRN33,122.76,7454.275371695904,-439.6063735563896,915086.8446293892,Applebead,2023-04-30,3011223028007827377,
Government Bond,ES0000012852,SPAIN I/L BOND 0.65 % 11/30/2027 144A ,BF0YM66,124.58,3596.9851582310253,4.29760274929197,448112.41101242113,Applebead,2023-04-30,3011223028007827377,
Government Bond,US912810FQ68,TSY INFL IX N/B 3.375% 04/15/2032,2805872,232.05,1804.6509865639343,120.24896365526936,418769.261432161,Applebead,2023-04-30,3011223028007827377,
Government Bond,GB00B421JZ66,UNITED KINGDOM I/L GILT 0.5% 03/22/2050 REGS,B421JZ6,311.56,3594.8922928361867,250.69353251458224,1120024.6427560423,Applebead,2023-04-30,3011223028007827377,
Government Bond,AU0000XCLWV6,AUSTRALIAN GOVERNMENT 2.5% 09/20/2030 REGS,B3SSHY9,161.61,2395.438720512028,120.38393569872534,387126.8516219489,Applebead,2023-04-30,3011223028007827377,
Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,BNNGP88,212.97,1545.7550133487673,-13.901218106360028,329199.445192887,Applebead,2023-04-30,3011223028007827377,
Government Bond,GB00BYMWG366,UNITED KINGDOM I/L GILT 0.125% 03/22/2046 REGS,BYMWG36,219.95,4497.589426845357,-126.01748940289669,989244.794434636,Applebead,2023-04-30,3011223028007827377,
Government Bond,US912810FH69,TSY INFL IX N/B 3.875% 04/15/2029,2407096,234.74,7558.623858198171,144.0771455295726,1774311.3644734386,Applebead,2023-04-30,3011223028007827377,
Government Bond,BE0000331406,BELGIUM KINGDOM 3.75% 6/22/2045 REGS,BDT2DG4,163.99,11177.77583387044,-344.5066282097313,1833043.4589964133,Applebead,2023-04-30,3011223028007827377,
Government Bond,US912828ZZ63,TSY INFL IX N/B 0.125% 07/15/2030 ,BLCGQJ3,120.82,20715.567520217915,42.38479288023882,2502854.8677927284,Applebead,2023-04-30,3011223028007827377,
Government Bond,FR0014001N38,FRANCE (GOVT OF) 0.1% 07/25/2031 0.0% 144A,BN4Q1D4,122.68,2560.512111767233,30.70653444525593,314123.62587160413,Applebead,2023-04-30,3011223028007827377,
Government Bond,US912810RW09,TSY INFL IX N/B 0.875% 02/15/2047,BF0SHC9,154.71,6658.704195566384,-14.907064074255834,1030168.1260960754,Applebead,2023-04-30,3011223028007827377,
Government Bond,US91282CDC29,TSY INFL IX N/B 0.125% 10/15/2026 ,BMHXXY0,110.32,12413.15768399941,-358.19061973729504,1369419.5556988148,Applebead,2023-04-30,3011223028007827377,
Government Bond,JP1300521G93,JAPAN (30 YEAR ISSUE) 0.5 % 09/20/2046 ,BD8CPW5,98.16,6033037.646510487,-34478.76537218647,592202975.3814694,Applebead,2023-04-30,3011223028007827377,
